imdb_id	title	type	year	genres	rating	votes
tt0289043	28 Days Later	movie	2002	Drama,Horror,Sci-Fi	7.5	543086
tt0119116	The Fifth Element	movie	1997	Action,Adventure,Sci-Fi	7.6	542010
tt1677720	Ready Player One	movie	2018	Action,Adventure,Sci-Fi	7.4	539241
tt0084787	The Thing	movie	1982	Horror,Mystery,Sci-Fi	8.2	523738
tt1430132	The Wolverine	movie	2013	Action,Sci-Fi	6.7	522600
tt0099088	Back to the Future Part III	movie	1990	Adventure,Comedy,Sci-Fi	7.5	517913
tt0319262	The Day After Tomorrow	movie	2004	Action,Adventure,Sci-Fi	6.5	510279
tt1408101	Star Trek Into Darkness	movie	2013	Action,Adventure,Sci-Fi	7.7	509722
tt0407304	War of the Worlds	movie	2005	Action,Adventure,Sci-Fi	6.6	505519
tt1355644	Passengers	movie	2016	Drama,Romance,Sci-Fi	7.0	493501
tt3385516	X-Men: Apocalypse	movie	2016	Action,Adventure,Sci-Fi	6.8	490848
tt1535108	Elysium	movie	2013	Action,Drama,Sci-Fi	6.6	490495
tt1637688	In Time	movie	2011	Action,Sci-Fi,Thriller	6.7	482006
tt0120591	Armageddon	movie	1998	Action,Adventure,Sci-Fi	6.7	477886
tt0119567	The Lost World: Jurassic Park	movie	1997	Action,Adventure,Sci-Fi	6.6	476458
tt3480822	Black Widow	movie	2021	Action,Adventure,Sci-Fi	6.6	474634
tt0083866	E.T. the Extra-Terrestrial	movie	1982	Adventure,Family,Sci-Fi	7.9	470179
tt0217869	Unbreakable	movie	2000	Drama,Mystery,Sci-Fi	7.3	466533
tt0831387	Godzilla	movie	2014	Action,Adventure,Sci-Fi	6.4	463308
tt1245492	This Is the End	movie	2013	Comedy,Fantasy,Sci-Fi	6.6	454432
tt1055369	Transformers: Revenge of the Fallen	movie	2009	Action,Adventure,Sci-Fi	6.0	452847
tt1060277	Cloverfield	movie	2008	Action,Horror,Sci-Fi	7.0	442852
tt0181852	Terminator 3: Rise of the Machines	movie	2003	Action,Sci-Fi	6.3	436131
tt0119094	Face/Off	movie	1997	Action,Crime,Sci-Fi	7.3	425641
tt1190080	2012	movie	2009	Action,Adventure,Sci-Fi	5.9	420586
tt2737304	Bird Box	movie	2018	Horror,Mystery,Sci-Fi	6.6	420152
tt1706620	Snowpiercer	movie	2013	Action,Sci-Fi,Thriller	7.1	419214
tt0286106	Signs	movie	2002	Drama,Mystery,Sci-Fi	6.8	413060
tt17526714	The Substance	movie	2024	Drama,Horror,Sci-Fi	7.2	412961
tt1951266	The Hunger Games: Mockingjay - Part 2	movie	2015	Action,Adventure,Sci-Fi	6.6	411891
tt3778644	Solo: A Star Wars Story	movie	2018	Action,Adventure,Sci-Fi	6.9	407473
tt5950044	Superman	movie	2025	Action,Adventure,Sci-Fi	7.0	399507
tt1182345	Moon	movie	2009	Drama,Mystery,Sci-Fi	7.8	393724
tt0438488	Terminator Salvation	movie	2009	Action,Adventure,Sci-Fi	6.5	392016
tt1104001	Tron: Legacy	movie	2010	Action,Adventure,Sci-Fi	6.8	386406
tt1371111	Cloud Atlas	movie	2012	Drama,Mystery,Sci-Fi	7.3	385953
tt11280740	Severance	tvSeries	2022	Drama,Mystery,Sci-Fi	8.6	383019
tt1179933	10 Cloverfield Lane	movie	2016	Drama,Horror,Sci-Fi	7.2	382729
tt1650062	Super 8	movie	2011	Action,Sci-Fi,Thriller	7.0	380132
tt0100802	Total Recall	movie	1990	Action,Adventure,Sci-Fi	7.5	379925
tt4881806	Jurassic World: Fallen Kingdom	movie	2018	Action,Adventure,Sci-Fi	6.1	379581
tt0433035	Real Steel	movie	2011	Action,Drama,Sci-Fi	7.1	379564
tt0884328	The Mist	movie	2007	Horror,Sci-Fi,Thriller	7.1	372914
tt0163025	Jurassic Park III	movie	2001	Action,Adventure,Sci-Fi	6.0	368989
tt0238380	Equilibrium	movie	2002	Action,Drama,Sci-Fi	7.3	361537
tt1844624	American Horror Story	tvSeries	2011	Drama,Horror,Sci-Fi	7.9	361354
tt0463854	28 Weeks Later	movie	2007	Horror,Sci-Fi	6.8	360527
tt0103644	Alien³	movie	1992	Action,Horror,Sci-Fi	6.4	351280
tt0119177	Gattaca	movie	1997	Drama,Sci-Fi,Thriller	7.7	345754
tt0120201	Starship Troopers	movie	1997	Action,Adventure,Sci-Fi	7.3	344993
tt0453467	Deja Vu	movie	2006	Action,Crime,Sci-Fi	7.1	344576
tt2316204	Alien: Covenant	movie	2017	Horror,Sci-Fi,Thriller	6.4	343624
tt0399201	The Island	movie	2005	Action,Sci-Fi,Thriller	6.8	341496
tt0212720	A.I. Artificial Intelligence	movie	2001	Adventure,Drama,Sci-Fi	7.2	338282
tt0489099	Jumper	movie	2008	Action,Adventure,Sci-Fi	6.1	337109
tt2397535	Predestination	movie	2014	Action,Drama,Sci-Fi	7.4	333108
tt3464902	The Lobster	movie	2015	Drama,Romance,Sci-Fi	7.1	332323
tt0120611	Blade	movie	1998	Action,Horror,Sci-Fi	7.1	329013
tt0437086	Alita: Battle Angel	movie	2019	Action,Adventure,Sci-Fi	7.3	322632
tt8228288	The Platform	movie	2019	Horror,Mystery,Sci-Fi	7.0	322286
tt8332922	A Quiet Place Part II	movie	2020	Drama,Horror,Sci-Fi	7.2	320523
tt12037194	Furiosa: A Mad Max Saga	movie	2024	Action,Adventure,Sci-Fi	7.5	317560
tt0379786	Serenity	movie	2005	Action,Adventure,Sci-Fi	7.8	314860
tt10954984	Nope	movie	2022	Horror,Mystery,Sci-Fi	6.8	313895
tt1213663	The World's End	movie	2013	Action,Comedy,Sci-Fi	6.9	312219
tt0118884	Contact	movie	1997	Drama,Mystery,Sci-Fi	7.5	311777
tt1343727	Dredd	movie	2012	Action,Crime,Sci-Fi	7.1	311258
tt0120804	Resident Evil	movie	2002	Action,Horror,Sci-Fi	6.6	309140
tt1133985	Green Lantern	movie	2011	Action,Adventure,Sci-Fi	5.5	308031
tt0093870	RoboCop	movie	1987	Action,Crime,Sci-Fi	7.6	307569
tt1340138	Terminator Genisys	movie	2015	Action,Adventure,Sci-Fi	6.3	306652
tt4046784	Maze Runner: The Scorch Trials	movie	2015	Action,Adventure,Sci-Fi	6.3	305867
tt0348150	Superman Returns	movie	2006	Action,Adventure,Sci-Fi	6.1	302537
tt2661044	The 100	tvSeries	2014	Action,Drama,Sci-Fi	7.5	302507
tt10838180	The Matrix Resurrections	movie	2021	Action,Sci-Fi	5.6	301931
tt0303461	Firefly	tvSeries	2002	Adventure,Drama,Sci-Fi	8.9	300925
tt0401729	John Carter	movie	2012	Action,Adventure,Sci-Fi	6.6	298471
tt5834204	The Handmaid's Tale	tvSeries	2017	Drama,Sci-Fi,Thriller	8.3	295233
tt0286716	Hulk	movie	2003	Action,Sci-Fi	5.7	291916
tt0118583	Alien: Resurrection	movie	1997	Action,Horror,Sci-Fi	6.2	291211
tt0448134	Sunshine	movie	2007	Sci-Fi,Thriller	7.2	285648
tt18412256	Alien: Romulus	movie	2024	Horror,Sci-Fi,Thriller	7.1	284125
tt0118688	Batman & Robin	movie	1997	Action,Sci-Fi	3.8	281737
tt1092026	Paul	movie	2011	Adventure,Comedy,Sci-Fi	6.9	281112
tt5442430	Life	movie	2017	Horror,Sci-Fi,Thriller	6.6	276137
tt1386703	Total Recall	movie	2012	Action,Adventure,Sci-Fi	6.2	275976
tt2660888	Star Trek Beyond	movie	2016	Action,Adventure,Sci-Fi	7.0	269488
tt1119644	Fringe	tvSeries	2008	Drama,Mystery,Sci-Fi	8.4	269447
tt1440129	Battleship	movie	2012	Action,Adventure,Sci-Fi	5.8	268793
tt5034838	Godzilla vs. Kong	movie	2021	Action,Sci-Fi,Thriller	6.3	265962
tt1731141	Ender's Game	movie	2013	Action,Adventure,Sci-Fi	6.6	264389
tt0134847	Pitch Black	movie	2000	Horror,Sci-Fi,Thriller	7.0	263298
tt0436992	Doctor Who	tvSeries	2005	Adventure,Drama,Sci-Fi	8.5	262217
tt1424381	Predators	movie	2010	Action,Adventure,Sci-Fi	6.4	261824
tt0448011	Knowing	movie	2009	Mystery,Sci-Fi,Thriller	6.2	261468
tt0123755	Cube	movie	1997	Horror,Mystery,Sci-Fi	7.1	260767
tt8466564	Obi-Wan Kenobi	tvMiniSeries	2022	Action,Adventure,Sci-Fi	7.0	260719
tt2184339	The Purge	movie	2013	Horror,Sci-Fi,Thriller	5.8	259592
tt0116996	Mars Attacks!	movie	1996	Comedy,Sci-Fi	6.4	257818
tt10676052	The Fantastic Four: First Steps	movie	2025	Action,Adventure,Sci-Fi	6.8	254911
tt1464540	I Am Number Four	movie	2011	Action,Adventure,Sci-Fi	6.1	252615
tt0187738	Blade II	movie	2002	Action,Horror,Sci-Fi	6.7	251798
tt0296572	The Chronicles of Riddick	movie	2004	Action,Adventure,Sci-Fi	6.6	251186
tt1234721	RoboCop	movie	2014	Action,Crime,Sci-Fi	6.1	248744
tt2209764	Transcendence	movie	2014	Drama,Sci-Fi,Thriller	6.2	246546
tt8041270	Jurassic World: Dominion	movie	2022	Action,Adventure,Sci-Fi	5.6	244541
tt0079501	Mad Max	movie	1979	Action,Adventure,Sci-Fi	6.8	244120
tt0133152	Planet of the Apes	movie	2001	Action,Adventure,Sci-Fi	5.7	241462
tt0409847	Cowboys & Aliens	movie	2011	Action,Drama,Sci-Fi	6.0	241353
tt2364582	Agents of S.H.I.E.L.D.	tvSeries	2013	Action,Adventure,Sci-Fi	7.5	234729
tt6499752	Upgrade	movie	2018	Action,Sci-Fi,Thriller	7.5	232509
tt0075860	Close Encounters of the Third Kind	movie	1977	Drama,Sci-Fi	7.6	232340
tt1462764	Indiana Jones and the Dial of Destiny	movie	2023	Action,Adventure,Sci-Fi	6.5	231623
tt0452608	Death Race	movie	2008	Action,Sci-Fi,Thriller	6.4	228071
tt6565702	X-Men: Dark Phoenix	movie	2019	Action,Adventure,Sci-Fi	5.7	226892
tt0949731	The Happening	movie	2008	Adventure,Drama,Sci-Fi	5.0	226461
tt0094012	Spaceballs	movie	1987	Adventure,Comedy,Sci-Fi	7.1	225933
tt0118929	Dark City	movie	1998	Fantasy,Mystery,Sci-Fi	7.5	225547
tt0114898	Waterworld	movie	1995	Action,Adventure,Sci-Fi	6.3	223835
tt0091064	The Fly	movie	1986	Drama,Horror,Sci-Fi	7.6	223283
tt0088846	Brazil	movie	1985	Drama,Sci-Fi,Thriller	7.8	222087
tt1046173	G.I. Joe: The Rise of Cobra	movie	2009	Action,Adventure,Sci-Fi	5.7	221169
tt0318627	Resident Evil: Apocalypse	movie	2004	Action,Horror,Sci-Fi	6.1	220526
tt2094766	Assassin's Creed	movie	2016	Action,Adventure,Sci-Fi	5.6	218659
tt0111282	Stargate	movie	1994	Action,Adventure,Sci-Fi	7.0	218448
tt0371724	The Hitchhiker's Guide to the Galaxy	movie	2005	Adventure,Comedy,Sci-Fi	6.7	216684
tt0432021	Resident Evil: Extinction	movie	2007	Action,Horror,Sci-Fi	6.2	215064
tt0387808	Idiocracy	movie	2006	Adventure,Comedy,Sci-Fi	6.5	214344
tt0119081	Event Horizon	movie	1997	Horror,Sci-Fi,Thriller	6.6	213933
tt0120685	Godzilla	movie	1998	Action,Sci-Fi,Thriller	5.5	212710
tt0082694	The Road Warrior	movie	1981	Action,Adventure,Sci-Fi	7.6	212643
tt6450804	Terminator: Dark Fate	movie	2019	Action,Adventure,Sci-Fi	6.2	211406
tt14688458	Silo	tvSeries	2023	Drama,Mystery,Sci-Fi	8.1	210834
tt0063442	Planet of the Apes	movie	1968	Adventure,Sci-Fi	8.0	210167
tt0106697	Demolition Man	movie	1993	Action,Sci-Fi,Thriller	6.7	208289
tt13668894	The Book of Boba Fett	tvMiniSeries	2021	Action,Adventure,Sci-Fi	7.1	208007
tt1527186	Melancholia	movie	2011	Drama,Sci-Fi	7.1	207603
tt4701182	Bumblebee	movie	2018	Action,Adventure,Sci-Fi	6.7	207226
tt0078346	Superman	movie	1978	Action,Adventure,Sci-Fi	7.4	207034
tt10548174	28 Years Later	movie	2025	Horror,Sci-Fi,Thriller	6.6	205340
tt0120647	Deep Impact	movie	1998	Action,Drama,Sci-Fi	6.3	204671
tt0272152	K-PAX	movie	2001	Drama,Mystery,Sci-Fi	7.4	202171
tt0100403	Predator 2	movie	1990	Action,Horror,Sci-Fi	6.3	201318
tt0359013	Blade: Trinity	movie	2004	Action,Horror,Sci-Fi	5.8	200627
tt2231461	Rampage	movie	2018	Action,Adventure,Sci-Fi	6.1	200619
tt0017136	Metropolis	movie	1927	Drama,Sci-Fi	8.2	200560
tt1628841	Independence Day: Resurgence	movie	2016	Action,Adventure,Sci-Fi	5.2	199024
tt1231587	Hot Tub Time Machine	movie	2010	Comedy,Sci-Fi	6.4	197941
tt0087544	Nausicaä of the Valley of the Wind	movie	1984	Adventure,Animation,Sci-Fi	8.0	196396
tt1583421	G.I. Joe: Retaliation	movie	2013	Action,Adventure,Sci-Fi	5.7	192789
tt0087182	Dune	movie	1984	Action,Adventure,Sci-Fi	6.2	192234
tt1502712	Fantastic Four	movie	2015	Action,Adventure,Sci-Fi	4.3	192097
tt31036941	Jurassic World: Rebirth	movie	2025	Action,Adventure,Sci-Fi	5.8	191291
tt0177789	Galaxy Quest	movie	1999	Adventure,Comedy,Sci-Fi	7.4	190973
tt3230854	The Expanse	tvSeries	2015	Drama,Mystery,Sci-Fi	8.5	190870
tt1217613	Battle Los Angeles	movie	2011	Action,Adventure,Sci-Fi	5.7	190231
tt0093894	The Running Man	movie	1987	Action,Sci-Fi,Thriller	6.6	190172
tt4500922	Maze Runner: The Death Cure	movie	2018	Action,Adventure,Sci-Fi	6.3	190026
tt1220634	Resident Evil: Afterlife	movie	2010	Action,Horror,Sci-Fi	5.8	187137
tt0970416	The Day the Earth Stood Still	movie	2008	Adventure,Drama,Sci-Fi	5.5	186903
tt1411250	Riddick	movie	2013	Action,Adventure,Sci-Fi	6.4	185923
tt0986263	Surrogates	movie	2009	Action,Sci-Fi,Thriller	6.3	184723
tt8760708	M3GAN	movie	2022	Horror,Sci-Fi,Thriller	6.3	180789
tt14513804	Captain America: Brave New World	movie	2025	Action,Adventure,Sci-Fi	5.6	179707
tt0435705	Next	movie	2007	Action,Sci-Fi,Thriller	6.2	174443
tt13433802	A Quiet Place: Day One	movie	2024	Drama,Horror,Sci-Fi	6.3	173957
tt0120891	Wild Wild West	movie	1999	Action,Comedy,Sci-Fi	4.9	173174
tt2975578	The Purge: Anarchy	movie	2014	Action,Horror,Sci-Fi	6.4	172275
tt0082340	Escape from New York	movie	1981	Action,Adventure,Sci-Fi	7.1	171944
tt26584495	Companion	movie	2025	Sci-Fi,Thriller	6.9	171799
tt2866360	Coherence	movie	2013	Mystery,Sci-Fi,Thriller	7.2	171402
tt2431438	Sense8	tvSeries	2015	Drama,Mystery,Sci-Fi	8.2	171098
tt12300742	Bugonia	movie	2025	Comedy,Crime,Sci-Fi	7.4	169788
tt0096256	They Live	movie	1988	Action,Horror,Sci-Fi	7.2	163151
tt10676048	The Marvels	movie	2023	Action,Adventure,Sci-Fi	5.5	162562
tt3829266	The Predator	movie	2018	Action,Adventure,Sci-Fi	5.3	162128
tt0089530	Mad Max Beyond Thunderdome	movie	1985	Action,Adventure,Sci-Fi	6.2	161808
tt1855325	Resident Evil: Retribution	movie	2012	Action,Horror,Sci-Fi	5.3	158275
tt0079944	Stalker	movie	1979	Drama,Sci-Fi	8.0	156265
tt0905372	The Thing	movie	2011	Horror,Mystery,Sci-Fi	6.3	154226
tt3743822	Fear the Walking Dead	tvSeries	2015	Drama,Horror,Sci-Fi	6.8	153566
tt0242423	Dude, Where's My Car?	movie	2000	Comedy,Mystery,Sci-Fi	5.5	152381
tt0149261	Deep Blue Sea	movie	1999	Action,Adventure,Sci-Fi	5.9	151034
tt1187064	Triangle	movie	2009	Fantasy,Mystery,Sci-Fi	6.9	147653
tt0133751	The Faculty	movie	1998	Horror,Mystery,Sci-Fi	6.6	146998
tt0758730	Aliens vs. Predator: Requiem	movie	2007	Action,Horror,Sci-Fi	4.6	146323
tt0164052	Hollow Man	movie	2000	Action,Horror,Sci-Fi	5.9	146047
tt0084827	Tron	movie	1982	Action,Adventure,Sci-Fi	6.7	145693
tt1034032	Gamer	movie	2009	Action,Sci-Fi,Thriller	5.7	143755
tt0251075	Evolution	movie	2001	Comedy,Sci-Fi	6.1	142673
tt0468492	The Host	movie	2006	Drama,Horror,Sci-Fi	7.1	142567
tt22202452	Pluribus	tvSeries	2025	Drama,Sci-Fi	8.0	141899
tt0433362	Daybreakers	movie	2009	Action,Horror,Sci-Fi	6.4	140678
tt1298649	The Watch	movie	2012	Comedy,Sci-Fi	5.7	137628
tt31227572	Predator: Badlands	movie	2025	Action,Adventure,Sci-Fi	7.2	137183
tt1389072	Downsizing	movie	2017	Drama,Fantasy,Sci-Fi	5.8	137178
tt0402022	Æon Flux	movie	2005	Action,Adventure,Sci-Fi	5.4	136808
tt2557478	Pacific Rim: Uprising	movie	2018	Action,Adventure,Sci-Fi	5.6	136639
tt0268695	The Time Machine	movie	2002	Action,Adventure,Sci-Fi	6.0	135683
tt0084726	Star Trek II: The Wrath of Khan	movie	1982	Action,Adventure,Sci-Fi	7.7	135479
tt0216216	The 6th Day	movie	2000	Action,Mystery,Sci-Fi	6.0	133642
tt1981128	Geostorm	movie	2017	Action,Sci-Fi,Thriller	5.4	132221
tt0113492	Judge Dredd	movie	1995	Action,Crime,Sci-Fi	5.6	131849
tt0182789	Bicentennial Man	movie	1999	Drama,Romance,Sci-Fi	6.9	131596
tt1025100	Gemini Man	movie	2019	Action,Sci-Fi,Thriller	5.7	130672
tt0117218	The Nutty Professor	movie	1996	Comedy,Romance,Sci-Fi	5.7	130643
tt0435651	The Giver	movie	2014	Drama,Romance,Sci-Fi	6.4	130456
tt5090568	Transformers: Rise of the Beasts	movie	2023	Action,Adventure,Sci-Fi	6.0	130406
tt2304933	The 5th Wave	movie	2016	Action,Adventure,Sci-Fi	5.2	125966
tt0804484	Foundation	tvSeries	2021	Drama,Sci-Fi	7.6	125342
tt2234222	Orphan Black	tvSeries	2013	Drama,Sci-Fi,Thriller	8.3	124470
tt0081573	Superman II	movie	1980	Action,Adventure,Sci-Fi	6.8	124264
tt0419706	Doom	movie	2005	Action,Horror,Sci-Fi	5.2	123555
tt0368008	The Manchurian Candidate	movie	2004	Drama,Mystery,Sci-Fi	6.6	122600
tt1740299	The Man in the High Castle	tvSeries	2015	Drama,Sci-Fi,Thriller	7.9	122547
tt0390384	Primer	movie	2004	Drama,Sci-Fi,Thriller	6.7	121197
tt0086567	WarGames	movie	1983	Action,Drama,Sci-Fi	7.1	120966
tt2548396	The Cloverfield Paradox	movie	2018	Horror,Sci-Fi,Thriller	5.5	120642
tt0465580	Push	movie	2009	Action,Sci-Fi,Thriller	6.1	119342
tt4094724	The Purge: Election Year	movie	2016	Action,Horror,Sci-Fi	6.0	118702
tt1553656	Under the Dome	tvSeries	2013	Drama,Mystery,Sci-Fi	6.5	118404
tt0120184	Sphere	movie	1998	Mystery,Sci-Fi,Thriller	6.1	118272
tt0338337	Paycheck	movie	2003	Action,Mystery,Sci-Fi	6.3	118169
tt0079574	Moonraker	movie	1979	Action,Adventure,Sci-Fi	6.3	116962
tt9362930	Blue Beetle	movie	2023	Action,Adventure,Sci-Fi	5.9	115818
tt0209958	The Cell	movie	2000	Crime,Horror,Sci-Fi	6.4	115681
tt4530422	Overlord	movie	2018	Action,Horror,Sci-Fi	6.6	115283
tt0298814	The Core	movie	2003	Action,Adventure,Sci-Fi	5.5	115100
tt1053424	Repo Men	movie	2010	Action,Sci-Fi,Thriller	6.3	114000
tt0120907	eXistenZ	movie	1999	Horror,Mystery,Sci-Fi	6.8	113337
tt0086541	Videodrome	movie	1983	Drama,Horror,Sci-Fi	7.2	112500
tt5834426	Moonfall	movie	2022	Action,Adventure,Sci-Fi	5.2	112057
tt3420504	Finch	movie	2021	Adventure,Drama,Sci-Fi	6.9	110900
tt7949218	See	tvSeries	2019	Action,Drama,Sci-Fi	7.6	110361
tt2934286	Halo	tvSeries	2022	Action,Adventure,Sci-Fi	7.3	109795
tt5691552	The Orville	tvSeries	2017	Adventure,Comedy,Sci-Fi	8.0	108611
tt3072482	Hardcore Henry	movie	2015	Action,Adventure,Sci-Fi	6.7	108378
tt2592614	Resident Evil: The Final Chapter	movie	2016	Action,Horror,Sci-Fi	5.5	107896
tt2140379	Self/less	movie	2015	Action,Mystery,Sci-Fi	6.5	107798
tt1017460	Splice	movie	2009	Horror,Sci-Fi	5.8	106308
tt12261776	65	movie	2023	Action,Adventure,Sci-Fi	5.4	106125
tt6292852	I Am Mother	movie	2019	Drama,Mystery,Sci-Fi	6.7	105810
tt0090305	Weird Science	movie	1985	Comedy,Romance,Sci-Fi	6.6	105390
tt4287320	The Circle	movie	2017	Drama,Mystery,Sci-Fi	5.4	105168
tt0418819	Land of the Dead	movie	2005	Horror,Sci-Fi,Thriller	6.2	104742
tt1549572	Another Earth	movie	2011	Drama,Romance,Sci-Fi	6.9	104095
tt8421350	Manifest	tvSeries	2018	Drama,Mystery,Sci-Fi	7.0	103902
tt7550000	Project Power	movie	2020	Action,Crime,Sci-Fi	6.0	103370
tt1592525	Lockout	movie	2012	Action,Sci-Fi,Thriller	6.0	103309
tt5114356	Legion	tvSeries	2017	Action,Sci-Fi,Thriller	8.1	103304
tt0079945	Star Trek: The Motion Picture	movie	1979	Adventure,Mystery,Sci-Fi	6.4	102131
tt13623632	Alien: Earth	tvSeries	2025	Horror,Sci-Fi,Thriller	7.1	101856
tt0105698	Universal Soldier	movie	1992	Action,Sci-Fi	6.1	101473
tt0285531	Dreamcatcher	movie	2003	Drama,Horror,Sci-Fi	5.6	101031
tt0364970	Babylon A.D.	movie	2008	Action,Adventure,Sci-Fi	5.5	100804
tt0060028	Star Trek	tvSeries	1966	Action,Adventure,Sci-Fi	8.4	100404
tt0119137	Flubber	movie	1997	Comedy,Family,Sci-Fi	5.3	99923
tt0267804	The One	movie	2001	Action,Sci-Fi,Thriller	5.9	99694
tt0100502	RoboCop 2	movie	1990	Action,Crime,Sci-Fi	5.8	99690
tt0099582	Flatliners	movie	1990	Drama,Horror,Sci-Fi	6.6	98496
tt12042730	Project Hail Mary	movie	2026	Drama,Sci-Fi,Thriller	8.5	97828
tt1213644	Disaster Movie	movie	2008	Comedy,Sci-Fi	1.9	97803
tt0092007	Star Trek IV: The Voyage Home	movie	1986	Adventure,Comedy,Sci-Fi	7.3	96442
tt0439815	Slither	movie	2006	Comedy,Horror,Sci-Fi	6.5	94684
tt1564585	Skyline	movie	2010	Action,Sci-Fi,Thriller	4.5	94293
tt10539608	The Midnight Sky	movie	2020	Adventure,Drama,Sci-Fi	5.7	94288
tt0290095	The Tuxedo	movie	2002	Action,Comedy,Sci-Fi	5.4	93314
tt5580146	Maniac	tvMiniSeries	2018	Comedy,Drama,Sci-Fi	7.6	92769
tt9170108	Raised by Wolves	tvSeries	2020	Drama,Fantasy,Sci-Fi	7.4	92617
tt0114508	Species	movie	1995	Action,Horror,Sci-Fi	5.9	91564
tt1634106	Bloodshot	movie	2020	Action,Adventure,Sci-Fi	5.7	90882
tt8291284	The Peripheral	tvSeries	2022	Drama,Mystery,Sci-Fi	7.5	90781
tt0088170	Star Trek III: The Search for Spock	movie	1984	Action,Adventure,Sci-Fi	6.7	90490
tt7826376	Upload	tvSeries	2020	Comedy,Mystery,Sci-Fi	7.8	89834
tt0043456	The Day the Earth Stood Still	movie	1951	Drama,Sci-Fi	7.7	89743
tt8368406	Vivarium	movie	2019	Horror,Mystery,Sci-Fi	5.9	89589
tt14107334	The Running Man	movie	2025	Action,Adventure,Sci-Fi	6.4	88738
tt2436386	Project Almanac	movie	2015	Drama,Mystery,Sci-Fi	6.4	87886
tt0087803	1984	movie	1984	Drama,Sci-Fi	7.0	87785
tt0253754	Star Trek: Nemesis	movie	2002	Action,Adventure,Sci-Fi	6.4	87734
tt0427392	The Invasion	movie	2007	Sci-Fi,Thriller	5.9	87716
tt0021884	Frankenstein	movie	1931	Drama,Horror,Sci-Fi	7.7	87669
tt0120461	Volcano	movie	1997	Action,Drama,Sci-Fi	5.6	86797
tt2649554	Midnight Special	movie	2016	Drama,Mystery,Sci-Fi	6.6	86516
tt0370032	Ultraviolet	movie	2006	Action,Sci-Fi	4.4	86401
tt1418377	I, Frankenstein	movie	2014	Action,Fantasy,Sci-Fi	5.1	86186
tt1220198	The Fourth Kind	movie	2009	Horror,Mystery,Sci-Fi	5.9	85968
tt0185183	Battlefield Earth	movie	2000	Action,Adventure,Sci-Fi	2.5	85701
tt0116225	Escape from L.A.	movie	1996	Action,Adventure,Sci-Fi	5.7	85650
tt7772588	For All Mankind	tvSeries	2019	Drama,Sci-Fi	8.1	85325
tt0102975	Star Trek VI: The Undiscovered Country	movie	1991	Action,Adventure,Sci-Fi	7.3	84957
tt0114558	Strange Days	movie	1995	Crime,Drama,Sci-Fi	7.2	84818
tt2387433	Dark Skies	movie	2013	Horror,Sci-Fi,Thriller	6.3	84703
tt0426592	Superhero Movie	movie	2008	Action,Comedy,Sci-Fi	4.8	83823
tt1082868	Quarantine	movie	2008	Horror,Sci-Fi,Thriller	6.0	83179
tt0120844	Star Trek: Insurrection	movie	1998	Action,Adventure,Sci-Fi	6.4	82971
tt0139809	The Thirteenth Floor	movie	1999	Mystery,Sci-Fi,Thriller	7.0	82599
tt0483607	Doomsday	movie	2008	Action,Sci-Fi,Thriller	5.9	82250
tt0462465	Outlander	movie	2008	Action,Adventure,Sci-Fi	6.2	81443
tt0077745	Invasion of the Body Snatchers	movie	1978	Horror,Sci-Fi	7.4	81057
tt0113481	Johnny Mnemonic	movie	1995	Action,Drama,Sci-Fi	5.6	80827
tt0183523	Mission to Mars	movie	2000	Adventure,Sci-Fi,Thriller	5.7	79538
tt2051879	Europa Report	movie	2013	Drama,Mystery,Sci-Fi	6.4	79109
tt14509110	No One Will Save You	movie	2023	Horror,Mystery,Sci-Fi	6.2	78794
tt0089885	Re-Animator	movie	1985	Comedy,Horror,Sci-Fi	7.1	78275
tt6133466	The First Purge	movie	2018	Action,Horror,Sci-Fi	5.2	78024
tt0110216	Junior	movie	1994	Comedy,Romance,Sci-Fi	4.8	77807
tt0120738	Lost in Space	movie	1998	Action,Adventure,Sci-Fi	5.2	77608
tt0414852	District B13	movie	2004	Action,Crime,Sci-Fi	7.1	77246
tt0089907	The Return of the Living Dead	movie	1985	Comedy,Horror,Sci-Fi	7.3	76973
tt0125659	Open Your Eyes	movie	1997	Drama,Mystery,Sci-Fi	7.7	76906
tt6604188	Tron: Ares	movie	2025	Action,Adventure,Sci-Fi	6.2	76358
tt1374992	Upside Down	movie	2012	Drama,Romance,Sci-Fi	6.3	75754
tt12735488	Kalki 2898 AD	movie	2024	Action,Adventure,Sci-Fi	7.0	75522
tt0070723	Soylent Green	movie	1973	Crime,Mystery,Sci-Fi	7.0	75025
tt0480669	Timecrimes	movie	2007	Horror,Mystery,Sci-Fi	7.1	74963
tt3014866	Criminal	movie	2016	Action,Sci-Fi,Thriller	6.3	74757
tt12327578	Star Trek: Strange New Worlds	tvSeries	2022	Action,Adventure,Sci-Fi	8.2	74695
tt0099365	Darkman	movie	1990	Action,Sci-Fi,Thriller	6.4	74616
tt6156584	Snowpiercer	tvSeries	2020	Action,Drama,Sci-Fi	6.9	74410
tt15940132	War Machine	movie	2026	Action,Sci-Fi,Thriller	6.3	73855
tt0327162	The Stepford Wives	movie	2004	Comedy,Horror,Sci-Fi	5.4	73459
tt32141377	28 Years Later: The Bone Temple	movie	2026	Horror,Sci-Fi,Thriller	7.3	73420
tt19231492	Dark Matter	tvSeries	2024	Drama,Sci-Fi,Thriller	7.6	73210
